"Event Date","Serial Killer Name","Serial Killer Profile URL","Event Type","Year of Event"
"02/14/1993","Andrei Shchetinov","https://skdb.fandom.com/wiki/Andrei_Shchetinov","Death","1993"
"02/14/1994","Andrei Chikatilo","https://skdb.fandom.com/wiki/Andrei_Chikatilo","Death","1994"
"02/14/2004","Yang Xinhai","https://skdb.fandom.com/wiki/Yang_Xinhai","Death","2004"
"02/15/1915","John Wesley Robinson","https://skdb.fandom.com/wiki/John_Wesley_Robinson","Death","1915"
"02/15/1948","Marius Andrieu","https://skdb.fandom.com/wiki/Marius_Andrieu","Death","1948"
"02/15/2002","Charles Jackson","https://skdb.fandom.com/wiki/Charles_Jackson","Death","2002"
"02/15/2012","Smail Tulja","https://skdb.fandom.com/wiki/Smail_Tulja","Death","2012"
"02/15/2023","Billy Ray Richardson","https://skdb.fandom.com/wiki/Billy_Ray_Richardson","Death","2023"
"02/16/2015","Joseph Magaletti","https://skdb.fandom.com/wiki/Joseph_Magaletti","Death","2015"
"02/16/2020","Dmitry Baksheev","https://skdb.fandom.com/wiki/Dmitry_Baksheev","Death","2020"
"02/17/2017","Eddie Snowden","https://skdb.fandom.com/wiki/Eddie_Snowden","Death","2017"
"02/17/2023","Diego Fernando Ramírez","https://skdb.fandom.com/wiki/Diego_Fernando_Ram%C3%ADrez","Death","2023"
"02/18/1820","Lavinia Fisher","https://skdb.fandom.com/wiki/Lavinia_Fisher","Death","1820"
"02/18/1916","Hans Schmidt","https://skdb.fandom.com/wiki/Hans_Schmidt","Death","1916"
"02/18/1938","Edgar Smoak","https://skdb.fandom.com/wiki/Edgar_Smoak","Death","1938"
"02/18/2009","Thomas Francis Edwards","https://skdb.fandom.com/wiki/Thomas_Francis_Edwards","Death","2009"
"02/19/1654","Melchior Hedloff","https://skdb.fandom.com/wiki/Melchior_Hedloff","Death","1654"
"02/19/1841","Diogo Alves","https://skdb.fandom.com/wiki/Diogo_Alves","Death","1841"
"02/19/1977","Christopher Worrell","https://skdb.fandom.com/wiki/Christopher_Worrell","Death","1977"
"02/19/1991","Dámaso Rodríguez Martín","https://skdb.fandom.com/wiki/D%C3%A1maso_Rodr%C3%ADguez_Mart%C3%ADn","Death","1991"
"02/20/1948","Thomas Henry McMonigle","https://skdb.fandom.com/wiki/Thomas_Henry_McMonigle","Death","1948"
"02/21/2000","Hernando Arturo Prada","https://skdb.fandom.com/wiki/Hernando_Arturo_Prada","Death","2000"
"02/21/2012","Colin Ireland","https://skdb.fandom.com/wiki/Colin_Ireland","Death","2012"
"02/23/1906","Johann Otto Hoch","https://skdb.fandom.com/wiki/Johann_Otto_Hoch","Death","1906"
"02/23/1996","William Bonin","https://skdb.fandom.com/wiki/William_Bonin","Death","1996"
"02/24/1898","František Novotný","https://skdb.fandom.com/wiki/Franti%C5%A1ek_Novotn%C3%BD","Death","1898"
"02/24/2020","Roy Norris","https://skdb.fandom.com/wiki/Roy_Norris","Death","2020"
"02/24/1979","Anatoly Biryukov","https://skdb.fandom.com/wiki/Anatoly_Biryukov","Death","1979"
"02/24/2000","Betty Lou Beets","https://skdb.fandom.com/wiki/Betty_Lou_Beets","Death","2000"
"02/25/1953","Saad Iskandar Abdel Masih","https://skdb.fandom.com/wiki/Saad_Iskandar_Abdel_Masih","Death","1953"
"02/25/2024","Mark Ford","https://skdb.fandom.com/wiki/Mark_Ford","Death","2024"
"02/26/1987","Audrey Marie Hilley","https://skdb.fandom.com/wiki/Audrey_Marie_Hilley","Death","1987"
"02/26/2022","Fabricio Eloy Ludeña","https://skdb.fandom.com/wiki/Fabricio_Eloy_Lude%C3%B1a","Death","2022"
"02/27/1996","Kenneth Granviel","https://skdb.fandom.com/wiki/Kenneth_Granviel","Death","1996"
"02/27/2023","Alan Lee Phillips","https://skdb.fandom.com/wiki/Alan_Lee_Phillips","Death","2023"
"02/28/1966","Larry Motherwell","https://skdb.fandom.com/wiki/Larry_Motherwell","Death","1966"
"02/28/2020","Kenyel Brown","https://skdb.fandom.com/wiki/Kenyel_Brown","Death","2020"
"02/28/2021","Roger Kibbe","https://skdb.fandom.com/wiki/Roger_Kibbe","Capture","2021"
"02/01/2023","Duško J.","https://skdb.fandom.com/wiki/Du%C5%A1ko_J.","Capture","2023"
"02/02/2007","Joshua Anderson","https://skdb.fandom.com/wiki/Joshua_Anderson","Capture","2007"
"02/03/1975","Vaughn Greenwood","https://skdb.fandom.com/wiki/Vaughn_Greenwood","Capture","1975"
"02/03/2001","Alexander Pavlenko","https://skdb.fandom.com/wiki/Alexander_Pavlenko","Capture","2001"
"02/03/2003","Jaroslav Stodola","https://skdb.fandom.com/wiki/Jaroslav_Stodola","Capture","2003"
"02/03/2003","Dana Stodolová","https://skdb.fandom.com/wiki/Dana_Stodolov%C3%A1","Capture","2003"
"02/04/1972","Robledo Puch","https://skdb.fandom.com/wiki/Robledo_Puch","Capture","1972"
"02/04/1984","Syvasky Poyner","https://skdb.fandom.com/wiki/Syvasky_Poyner","Capture","1984"
"02/04/1997","John Williams Jr.","https://skdb.fandom.com/wiki/John_Williams_Jr.","Capture","1997"
"02/04/2023","Mikhail Neznamov","https://skdb.fandom.com/wiki/Mikhail_Neznamov","Capture","2023"
"02/05/1977","Lyle Brummett","https://skdb.fandom.com/wiki/Lyle_Brummett","Capture","1977"
"02/05/1985","Anthony Wimberly","https://skdb.fandom.com/wiki/Anthony_Wimberly","Capture","1985"
"02/06/1986","Ángel Díaz Balbín","https://skdb.fandom.com/wiki/%C3%81ngel_D%C3%ADaz_Balb%C3%ADn","Capture","1986"
"02/06/2006","Zhang Youtian","https://skdb.fandom.com/wiki/Zhang_Youtian","Capture","2006"
"02/06/2024","Larry Reed","https://skdb.fandom.com/wiki/Larry_Reed","Capture","2024"
"02/07/1988","David James Roberts","https://skdb.fandom.com/wiki/David_James_Roberts","Capture","1988"
"02/07/2023","Tony Garcia","https://skdb.fandom.com/wiki/Tony_Garcia","Capture","2023"
"02/08/1975","Kenneth Granviel","https://skdb.fandom.com/wiki/Kenneth_Granviel","Capture","1975"
"02/08/2002","Andrei Melyukh","https://skdb.fandom.com/wiki/Andrei_Melyukh","Capture","2002"
"02/08/2010","David Russell Williams","https://skdb.fandom.com/wiki/David_Russell_Williams","Capture","2010"
"02/08/2023","Lucho Plátano","https://skdb.fandom.com/wiki/Lucho_Pl%C3%A1tano","Capture","2023"
"02/09/1973","Anatoly Utkin","https://skdb.fandom.com/wiki/Anatoly_Utkin","Capture","1973"
"02/09/1983","Dennis Nilsen","https://skdb.fandom.com/wiki/Dennis_Nilsen","Capture","1983"
"02/09/1987","Warren James Bland","https://skdb.fandom.com/wiki/Warren_James_Bland","Capture","1987"
"02/11/2003","Timothy Joseph McGhee","https://skdb.fandom.com/wiki/Timothy_Joseph_McGhee","Birth","2003"
"02/12/1995","Michael Lupo","https://skdb.fandom.com/wiki/Michael_Lupo","Death","1995"
"02/12/2008","David Avendaño Ballina","https://skdb.fandom.com/wiki/David_Avenda%C3%B1o_Ballina","Capture","2008"
"02/13/1973","Herbert Mullin","https://skdb.fandom.com/wiki/Herbert_Mullin","Capture","1973"
"02/13/1998","Nathaniel Cook","https://skdb.fandom.com/wiki/Nathaniel_Cook","Capture","1998"
"02/14/1985","David Mark Pruett","https://skdb.fandom.com/wiki/David_Mark_Pruett","Capture","1985"
"02/14/1986","Jocelyne Bourdin","https://skdb.fandom.com/wiki/Jocelyne_Bourdin","Capture","1986"
