"Event Date","Serial Killer Name","Serial Killer Profile URL","Event Type","Year of Event"
"05/15/1947","Robert Liberty","https://skdb.fandom.com/wiki/Robert_Liberty","Birth","1947"
"05/15/1950","Milton Johnson","https://skdb.fandom.com/wiki/Milton_Johnson","Birth","1950"
"05/16/1861","H. H. Holmes","https://skdb.fandom.com/wiki/H._H._Holmes","Birth","1861"
"05/16/1955","John Benjamin Kennedy Jr.","https://skdb.fandom.com/wiki/John_Benjamin_Kennedy_Jr.","Birth","1955"
"05/16/1963","David Bruce","https://skdb.fandom.com/wiki/David_Bruce","Birth","1963"
"05/16/1974","Themba Sukude","https://skdb.fandom.com/wiki/Themba_Sukude","Birth","1974"
"05/17/1807","Rebecca Smith","https://skdb.fandom.com/wiki/Rebecca_Smith","Birth","1807"
"05/17/1864","John Dickman","https://skdb.fandom.com/wiki/John_Dickman","Birth","1864"
"05/17/1952","William Zamastil","https://skdb.fandom.com/wiki/William_Zamastil","Birth","1952"
"05/17/1954","Beoria Simmons","https://skdb.fandom.com/wiki/Beoria_Simmons","Birth","1954"
"05/17/1957","Michael Cox","https://skdb.fandom.com/wiki/COX_Michael_Anthony","Birth","1957"
"05/17/1959","Sergey Shipilov","https://skdb.fandom.com/wiki/Sergey_Shipilov","Birth","1959"
"05/17/1968","Levi Bellfield","https://skdb.fandom.com/wiki/Levi_Bellfield","Birth","1968"
"05/17/1980","Marcelo Fabián Gómez","https://skdb.fandom.com/wiki/Marcelo_Fabi%C3%A1n_G%C3%B3mez","Birth","1980"
"05/17/1980","David Lefèvre","https://skdb.fandom.com/wiki/David_Lef%C3%A8vre","Birth","1980"
"05/18/1927","Harvey Carignan","https://skdb.fandom.com/wiki/Harvey_Carignan","Birth","1927"
"05/18/1935","Milka Pavlović","https://skdb.fandom.com/wiki/Milka_Pavlovi%C4%87","Death","1935"
"05/18/1938","Samuel Evans","https://skdb.fandom.com/wiki/Samuel_Evans","Birth","1938"
"05/18/1946","Bill Bradford","https://skdb.fandom.com/wiki/Bill_Bradford","Birth","1946"
"05/18/1960","Sue Curtis","https://skdb.fandom.com/wiki/Sue_Curtis","Birth","1960"
"05/18/1979","Yegor Khabarov","https://skdb.fandom.com/wiki/Yegor_Khabarov","Birth","1979"
"05/19/1870","Albert Fish","https://skdb.fandom.com/wiki/Albert_Fish","Birth","1870"
"05/19/1950","Roger Epperson","https://skdb.fandom.com/wiki/Roger_Epperson","Birth","1950"
"05/19/1969","Robert Alston","https://skdb.fandom.com/wiki/Robert_Alston","Birth","1969"
"05/19/1971","Wiesław Wiszniewski","https://skdb.fandom.com/wiki/Wies%C5%82aw_Wiszniewski","Birth","1971"
"05/19/1979","Wesley Brownlee","https://skdb.fandom.com/wiki/Wesley_Brownlee","Birth","1979"
"05/20/1930","Yiya Murano","https://skdb.fandom.com/wiki/Yiya_Murano","Birth","1930"
"05/20/1970","Mohammed Bijeh","https://skdb.fandom.com/wiki/Mohammed_Bijeh","Birth","1970"
"05/20/1996","Efraín Sarmiento Cuero","https://skdb.fandom.com/wiki/Efra%C3%ADn_Sarmiento_Cuero","Birth","1996"
"05/21/1938","Marceline Harvey","https://skdb.fandom.com/wiki/Marceline_Harvey","Birth","1938"
"05/21/1939","Roger Kibbe","https://skdb.fandom.com/wiki/Roger_Kibbe","Birth","1939"
"05/21/1951","Douglas Gretzler","https://skdb.fandom.com/wiki/Douglas_Gretzler","Birth","1951"
"05/21/1955","Robert Edwards","https://skdb.fandom.com/wiki/Robert_Edwards","Birth","1955"
"05/21/1955","Horace Vaultz","https://skdb.fandom.com/wiki/Horace_Vaultz","Birth","1955"
"05/21/1960","Jeffrey Dahmer","https://skdb.fandom.com/wiki/Jeffrey_Dahmer","Birth","1960"
"05/22/1942","Ted Kaczynski","https://skdb.fandom.com/wiki/Ted_Kaczynski","Birth","1942"
"05/22/1951","Kenneth Bianchi","https://skdb.fandom.com/wiki/Kenneth_Bianchi","Birth","1951"
"05/22/1955","Lam Kor-wan","https://skdb.fandom.com/wiki/Lam_Kor-wan","Birth","1955"
"05/22/1961","Carol Christensen","https://skdb.fandom.com/wiki/Carol_Christensen","Birth","1961"
"05/22/1967","Todd Alan Reed","https://skdb.fandom.com/wiki/Todd_Alan_Reed","Birth","1967"
"05/22/1972","Irina Gaidamachuk","https://skdb.fandom.com/wiki/Irina_Gaidamachuk","Birth","1972"
"05/22/1983","Juan David Ortiz","https://skdb.fandom.com/wiki/Juan_David_Ortiz","Birth","1983"
"05/22/1999","Carlos Yadiel Baez-Nieves","https://skdb.fandom.com/wiki/Carlos_Yadiel_Baez-Nieves","Birth","1999"
"05/23/1950","Richard Chase","https://skdb.fandom.com/wiki/Richard_Chase","Birth","1950"
"05/23/1951","Catherine Birnie","https://skdb.fandom.com/wiki/Catherine_Birnie","Birth","1951"
"05/23/1964","Cheryl Wims","https://skdb.fandom.com/wiki/Cheryl_Wims","Birth","1964"
"05/24/1876","Hilda Nilsson","https://skdb.fandom.com/wiki/Hilda_Nilsson","Birth","1876"
"05/24/1893","Fritz Erbe","https://skdb.fandom.com/wiki/Fritz_Erbe","Death","1893"
"05/24/1893","Dorothee Buntrock","https://skdb.fandom.com/wiki/Dorothee_Buntrock","Death","1893"
"05/24/1911","Monte Merz","https://skdb.fandom.com/wiki/Monte_Merz","Birth","1911"
"05/24/1948","Francisco García Escalero","https://skdb.fandom.com/wiki/Francisco_Garc%C3%ADa_Escalero","Birth","1948"
"05/24/1950","Lorenzo Gilyard","https://skdb.fandom.com/wiki/Lorenzo_Gilyard","Birth","1950"
"05/24/1963","Matthew Steven Johnson","https://skdb.fandom.com/wiki/Matthew_Steven_Johnson","Birth","1963"
"05/24/1969","Frank Gust","https://skdb.fandom.com/wiki/Frank_Gust","Birth","1969"
"05/25/1965","Ludvík Černý","https://skdb.fandom.com/wiki/Ludv%C3%ADk_%C4%8Cern%C3%BD","Birth","1965"
"05/26/1883","Peter Kürten","https://skdb.fandom.com/wiki/Peter_K%C3%BCrten","Birth","1883"
